Company Brand,HeadQuarter,Sector,What it does,Amount($),Stage,Year Funded,Sector_New
Genius Teacher,Mumbai,edtech,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2000000.0,Seed,2020,Education
Krimanshi Feeds,Jodhpur,nutrition sector,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,500000.0,Seed,2020,Food & Beverages
Origo,Gurugram,agritech,Provider of marketing and warehousing services for agricultural commodities.,4000000.0,Debt,2020,Technology
GetVantage,Mumbai,fintech,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,5000000.0,Seed,2020,Finance
Betterplace,Bangalore,tech platform,Developer of a digital verification platform designed to manage the semi-formal workforce.,10000000.0,Series B,2020,Technology
Biddano,Mumbai,healthcare,India's 1st tech-enabled healthcare logistics platform.,600000.0,Series A,2020,Health
InVideo,Mumbai,video,InVideo enables you to transform your content into great videos.,15000000.0,Series A,2020,Media and Entertainment
Arzooo,Bangalore,retail tech,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales",7500000.0,Series A,2020,Commerce
Hubilo,"San Francisco, California, United States",tech company,World’s smartest virtual event platform that brings Experience & Intelligence together,4500000.0,Seed,2020,Technology
BASIC Home Loan,Gurugram,fintech,"A platform for automating home loans for middle and low-income households in India,",5000000.0,Seed,2020,Finance
Ketos,"San Francisco, United States",ai startup,KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,18000000.0,Seed,2020,Technology
SUGAR cosmetics,Mumbai,cosmetics,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,2000000.0,Debt,2020,Beauty & Fashion
Signzy,Bangalore,fintech,It is creating 'building blocks for a Digital Trust system.,5400000.0,Seed,2020,Finance
Ahaguru,Chennai,edtech,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",1512135.0,Series A,2020,Education
Tekion,"San Ramon, California",ai startup,It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,150000000.0,Series C,2020,Technology
Brighteye Ventures,"Paris, Ile-de-France, France",edtech,Education technology venture capital firm.,5400000.0,Seed,2020,Education
EzeRx,Kolkata,medtech,Developer and manufacturer of medical devices,200000.0,Seed,2020,Media and Entertainment
VitalTech,"Plano, Texas, United States",heathtech,"VitalTech is a develop technologies that empower patients to better care for their safety,",3000000.0,Seed,2020,Health
Genius Teacher,Mumbai,edtech,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2000000.0,Seed,2020,Education
Ultraviolette Automotive,Bangalore,automobiles,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,4000000.0,Series B,2020,Manufacturing
Tring,Mumbai,social media,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.",1512135.0,Seed,2020,Media and Entertainment
Rare Planet,Kolkata,retail startup,Rare Planet sells handicrafts made by local artisans.,400000.0,Series A,2020,Commerce
GoodGamer,Bangalore,gaming,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,2500000.0,Seed,2020,Sports
InnAccel,Bangalore,medtech,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",1500000.0,Series A,2020,Media and Entertainment
Tiliter,Sydney,retail,Software that uses computer vision to recognise products without barcodes,7500000.0,Seed,2020,Commerce
Slintel,"San Francisco Bay Area, Silicon Valley, West Coast",sles and marketing,"Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.",4200000.0,Seed,2020,Commerce
SoOLEGAL,New Delhi,legaltech,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",4000000.0,Seed,2020,Government
HobSpace,Mumbai,edtech,India's Activity Hub for Kids,200000.0,Seed,2020,Education
Supplynote,Noida,saas startup,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,500000.0,Seed,2020,Technology
Hire Me Car,Noida,car service,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,1512135.0,Seed,2020,Transport
ShopUp,Bangaldesh,e-commerce,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",22000000.0,Series A,2020,Commerce
Harmonizer India,Bangalore,tech startup,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",1512135.0,Seed,2020,Technology
Zomato,Gurugram,foodtech,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,52000000.0,Seed,2020,Food & Beverages
Dukaan,Mumbai,tech startup,Developer of an android application designed for businesses to sell online.,6000000.0,Seed,2020,Technology
CredR,Mumbai,bike marketplace,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,2000000.0,Seed,2020,Commerce
Satyukt,Bangalore,agri tech,An agritech company that provides business to business (B2B) agricultural data,500000.0,Seed,2020,Technology
RACEnergy,Hyderabad,automobiles,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,1512135.0,Seed,2020,Manufacturing
TREAD,Bangalore,fitness startup,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,1100000.0,Seed,2020,Lifestyle
Anveshan,Bangalore,foodtech,Provide quality and healthy food products,100000.0,Seed,2020,Food & Beverages
TeaMonk,Bangalore,food & bevarages,India's Finest Specialty Tea company.,900000.0,Series A,2020,Food & Beverages
Fleetx,Gurugram,tech startup,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",3000000.0,Series B,2020,Technology
ReNEWate,Pune,real estate,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",1512135.0,Seed,2020,Real Estate
Tango Eye,Chennai,saas startup,Retail Video Analytics SaaS product,1512135.0,Seed,2020,Technology
Rare Planet,Kolkata,reatil startup,Rare Planet sells handicrafts made by local artisans.,1512135.0,Series A,2020,Commerce
Avataa Me,Bangalore,ar platform,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,7000000.0,Series A,2020,Technology
Arrival,"London, England, United Kingdom",ev startup,Arrival is a technology company that specializes in developing electric vehicles.,118000000.0,Seed,2020,Transport
Cover Genius,"Sydney, New South Wales, Australia",fintech,Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,15000000.0,Seed,2020,Finance
Phononic Vibes,"Milano, Lombardia, Italy",deeptech,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2300000.0,Seed,2020,Technology
MikeLegal,Gurugram,legaltech,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,1512135.0,Seed,2020,Government
Clair,"New York, United States",fintech,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,4500000.0,Seed,2020,Finance
Gourmet Garden,"Palmwoods, Queensland, Australia",consumer goods,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,1512135.0,Seed,2020,Commerce
Miko,Mumbai,ai startup,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",3000000.0,Series B,2020,Technology
Razorpay,Bangalore,fintech,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",100000000.0,Series D,2020,Finance
Ninjacart,Bangalore,food industry,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",30000000.0,Seed,2020,Food & Beverages
Wow! Momo,Kolkata,food industry,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,5000000.0,Debt,2020,Food & Beverages
Pepper Content,Mumbai,content marketplace,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,4200000.0,Series A,2020,Commerce
LIVSPACE,Bangalore,interior design,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",4000000.0,Debt,2020,Lifestyle
Acculi Labs,Bangalore,healthcare,Acculi Labs is a clinical grade smartphone based diagnostic tool,600000.0,Seed,2020,Health
Your MD,"London, England, United Kingdom",healthcare,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,25000000.0,Seed,2020,Health
Antaios,France,tech company,Developer of memory-based technology intended to solve issues of advanced computing.,11000000.0,Seed,2020,Technology
Unnati,Noida,agritech,A helping hand to the farming community through Artificial Intelligence,1700000.0,Series A,2020,Technology
Disprz,Chennai,edtech,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",1600000.0,Series B,2020,Education
Uni,Mumbai,fintech,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,18500000.0,Seed,2020,Finance
Credit Wise Capital,Mumbai,fintech,CreditWise Capital is a consumer finance company.,6000000.0,Seed,2020,Finance
Chargebee,"San Francisco Bay Area, West Coast, Western US",saas startup,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,55000000.0,Series F,2020,Technology
Reliance Retail Ventures Ltd,Mumbai,retail,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",70000000000.0,Seed,2020,Commerce
Winuall,Bangalore,edtech,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2000000.0,Seed,2020,Education
Genrobotics,"Trivandrum, Kerala, India",ai startup,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,300000.0,Seed,2020,Technology
Livve,Cochin,rental space,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,1500000.0,Seed,2020,Real Estate
Ergos,"Samastipur, Bihar",agritech,Ergos is building an integrated supply chain by setting up micro warehouses.,5000000.0,Series A,2020,Technology
Krishitantra,Hyderabad,soil-tech,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,1000000.0,Seed,2020,Technology
PakkaProfile,Bangalore,recruitment startup,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",1512135.0,Seed,2020,Government
Monet Networks,"Irvine, California, United States",ai startup,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,500000.0,Seed,2020,Technology
Unocoin,"Tumkur, Karnataka",fintech,"Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.",1512135.0,Series A,2020,Finance
